COUNTY,Tr_ID,TotPop,Pop25pl,HH_MedInc,Perc_BelPo,PercBl,Count
003,24003730100,6118.000000,4182.000000,61765.000000,5.335968,2.45178162798,7
027,24027606703,7190.000000,4680.000000,73199.000000,3.510490,25.46592489570,56
003,24003750803,6723.000000,4220.000000,40060.000000,11.915084,27.81496355790,0
027,24027605102,5781.000000,3815.000000,109432.000000,1.076389,4.42829960214,10
027,24027606704,6991.000000,4652.000000,70417.000000,5.902628,23.48734086680,4
027,24027606701,2715.000000,1823.000000,91383.000000,0.736648,5.63535911602,3
003,24003750804,3950.000000,2719.000000,51352.000000,5.037975,6.81012658228,7
003,24003750801,5376.000000,3739.000000,51207.000000,4.697735,3.45982142857,7
003,24003750700,924.000000,740.000000,59167.000000,3.508772,14.39393939390,15
003,24003751103,5699.000000,3789.000000,55142.000000,4.541454,3.71995086857,1
027,24027606705,2108.000000,1344.000000,75403.000000,2.514231,17.83681214420,7
003,24003750900,3064.000000,2165.000000,41156.000000,5.612077,4.27545691906,22
003,24003751000,3810.000000,2661.000000,48227.000000,4.197735,5.90551181102,14
027,24027606803,5668.000000,3762.000000,73077.000000,3.211009,12.27946365560,7
027,24027606901,5249.000000,3567.000000,58723.000000,6.416244,30.31053534010,14
003,24003740102,5854.000000,4511.000000,54429.000000,5.181951,37.46156474210,25
027,24027606804,3318.000000,2193.000000,72318.000000,4.671489,12.95961422540,0
003,24003731308,3518.000000,2633.000000,53634.000000,1.193860,0.00000000000,3
027,24027606802,7939.000000,4961.000000,98852.000000,1.435949,5.41629928203,4
003,24003730203,4918.000000,3127.000000,28269.000000,14.472341,20.84180561200,10
003,24003731306,5835.000000,3977.000000,66850.000000,4.478644,1.01113967438,2
003,24003731309,5536.000000,3493.000000,58958.000000,3.973149,2.98049132948,8
003,24003730401,4137.000000,2773.000000,47165.000000,6.085686,4.20594633793,4
003,24003740201,6909.000000,4431.000000,46503.000000,8.986810,19.38051816470,9
003,24003740103,7540.000000,5003.000000,76224.000000,1.206897,26.69761273210,4
003,24003730300,3093.000000,2101.000000,50550.000000,6.456846,2.65114775299,1
003,24003730204,5486.000000,3447.000000,55859.000000,10.730805,33.97739701060,4
027,24027606902,10208.000000,6455.000000,62775.000000,3.618130,18.72061128530,6
003,24003740202,2935.000000,2030.000000,74196.000000,3.963102,15.26405451450,1
003,24003731310,5418.000000,3381.000000,64489.000000,2.693165,3.67294204504,0
003,24003730402,5843.000000,3934.000000,45353.000000,8.819492,9.60123224371,17
003,24003740400,3275.000000,2708.000000,0.000000,0.000000,73.52671755730,0
003,24003731311,7416.000000,4637.000000,60259.000000,3.451996,4.00485436893,11
003,24003730503,7943.000000,4946.000000,41553.000000,8.288770,26.32506609590,10
003,24003740104,7061.000000,4101.000000,68386.000000,7.836723,44.14388896760,0
003,24003730502,5609.000000,3698.000000,62500.000000,2.272314,15.45730076660,3
003,24003731307,6005.000000,3717.000000,55093.000000,2.875773,6.26144879267,15
027,24027606903,9447.000000,6017.000000,55581.000000,5.500000,25.39430507040,9
003,24003740303,3597.000000,2403.000000,62609.000000,3.850446,11.00917431190,1
003,24003740203,4267.000000,2827.000000,69615.000000,2.093625,12.51464729320,0
003,24003731204,5233.000000,3623.000000,60693.000000,4.740883,4.77737435505,11
003,24003731303,6722.000000,4762.000000,71444.000000,3.842113,0.00000000000,1
003,24003740105,3443.000000,1669.000000,32170.000000,26.664711,67.49927388910,1
003,24003740602,3574.000000,1658.000000,39875.000000,5.618939,32.48461108000,4
003,24003740601,3767.000000,1691.000000,37625.000000,4.512875,20.12211308730,0
003,24003730504,7691.000000,4935.000000,57798.000000,5.408971,15.70667013390,8
003,24003741000,1680.000000,1177.000000,70192.000000,5.791045,5.23809523810,3
003,24003730603,2877.000000,1897.000000,80000.000000,6.195310,10.67083767810,3
003,24003740500,12775.000000,8582.000000,64317.000000,4.610041,31.66340508810,18
003,24003731202,7511.000000,5220.000000,64369.000000,3.516307,3.83437624817,4
003,24003740301,10502.000000,6427.000000,62204.000000,4.832998,34.16492096740,18
003,24003740603,2560.000000,1017.000000,55833.000000,7.238395,25.07812500000,3
003,24003741100,250.000000,70.000000,162500.000000,0.000000,65.60000000000,1
003,24003730601,6546.000000,4231.000000,104249.000000,1.789847,0.70271921784,0
003,24003731203,6898.000000,4544.000000,71722.000000,3.789535,9.42302116556,8
003,24003730604,6238.000000,4124.000000,93994.000000,1.704080,2.77332478358,5
003,24003740700,8292.000000,5474.000000,67491.000000,2.112251,11.26386878920,23
003,24003731201,6158.000000,4281.000000,84379.000000,1.572169,0.00000000000,13
003,24003740900,6841.000000,4535.000000,64929.000000,3.146495,13.27291331680,2
003,24003740800,4181.000000,2958.000000,77684.000000,1.666258,9.90193733557,2
003,24003730700,6650.000000,4646.000000,77672.000000,2.090226,2.48120300752,9
003,24003702100,6122.000000,4427.000000,80156.000000,4.121014,5.42306435805,2
003,24003731101,8139.000000,5178.000000,75248.000000,3.309051,5.75009214891,2
003,24003731102,7658.000000,5189.000000,70833.000000,2.210884,1.24053277618,5
003,24003731001,8022.000000,5218.000000,72000.000000,2.613153,1.99451508352,3
003,24003702203,2402.000000,1729.000000,119674.000000,0.509771,5.37052456286,0
003,24003730800,2288.000000,1694.000000,92904.000000,1.835664,0.87412587413,0
003,24003731103,5456.000000,3442.000000,67717.000000,3.917839,6.48826979472,4
003,24003731002,2542.000000,1711.000000,69778.000000,4.039604,12.27380015740,0
003,24003702202,15458.000000,9716.000000,71672.000000,3.590852,7.25837753914,10
003,24003702700,7968.000000,6145.000000,80252.000000,3.158934,9.02359437751,27
003,24003730902,3336.000000,2195.000000,81090.000000,2.997602,6.20503597122,1
003,24003702800,452.000000,382.000000,152338.000000,57.219251,51.32743362830,0
003,24003702401,4733.000000,4029.000000,60014.000000,2.893544,6.84555250370,1
003,24003702201,9154.000000,6415.000000,74510.000000,0.976305,4.32597771466,14
003,24003730901,3039.000000,2015.000000,80435.000000,3.027027,16.81474169130,3
003,24003702402,4790.000000,3832.000000,73009.000000,2.254697,2.31732776618,34
003,24003706600,5151.000000,3453.000000,43895.000000,15.067160,28.24694234130,20
003,24003706700,4264.000000,506.000000,63333.000000,0.000000,5.34709193246,1
003,24003702300,5265.000000,3638.000000,98664.000000,3.076923,1.55745489079,5
003,24003706101,3625.000000,2393.000000,41333.000000,18.677043,23.31034482760,48
003,24003706500,4337.000000,3077.000000,53750.000000,6.881269,31.79617246940,16
003,24003702500,5251.000000,3129.000000,48116.000000,18.286371,56.25595124740,4
003,24003706402,3288.000000,2331.000000,43750.000000,13.942608,41.81873479320,1
003,24003706401,5698.000000,4061.000000,52178.000000,8.479163,21.30572130570,0
003,24003706300,7828.000000,6164.000000,53324.000000,10.411344,16.50485436890,24
003,24003702601,5709.000000,3877.000000,75000.000000,4.115154,14.22315641970,2
003,24003701101,3725.000000,2588.000000,94562.000000,1.234899,2.87248322148,6
003,24003702602,5754.000000,4124.000000,94227.000000,2.030102,13.71220020860,3
003,24003701300,6995.000000,4769.000000,76671.000000,5.500645,7.86275911365,2
003,24003701102,6332.000000,4391.000000,58309.000000,3.633441,2.52684775742,22
003,24003701200,6827.000000,4768.000000,68920.000000,2.695181,1.71378350666,1
003,24003701400,2690.000000,1893.000000,85414.000000,4.377104,15.83643122680,2
003,24003707001,5702.000000,3813.000000,67844.000000,4.444054,11.43458435640,4
003,24003708000,8846.000000,6102.000000,57675.000000,5.564981,10.75062174990,7
003,24003707002,4762.000000,3220.000000,66172.000000,3.737925,4.93490130197,10
